-8.0000	1.8290
-7.9950	1.8258
-7.9900	1.8230
-7.9850	1.8205
-7.9800	1.8170
-7.9750	1.8135
-7.9700	1.8093
-7.9650	1.8048
-7.9600	1.8000
-7.9550	1.7955
-7.9500	1.7920
-7.9450	1.7890
-7.9400	1.7850
-7.9350	1.7820
-7.9300	1.7793
-7.9250	1.7773
-7.9200	1.7753
-7.9150	1.7710
-7.9100	1.7660
-7.9050	1.7615
-7.9000	1.7580
-7.8950	1.7548
-7.8900	1.7515
-7.8850	1.7475
-7.8800	1.7430
-7.8750	1.7410
-7.8700	1.7380
-7.8650	1.7348
-7.8600	1.7315
-7.8550	1.7265
-7.8500	1.7233
-7.8450	1.7193
-7.8400	1.7153
-7.8350	1.7120
-7.8300	1.7083
-7.8250	1.7053
-7.8200	1.7023
-7.8150	1.6980
-7.8100	1.6933
-7.8050	1.6900
-7.8000	1.6870
-7.7950	1.6835
-7.7900	1.6803
-7.7850	1.6770
-7.7800	1.6730
-7.7750	1.6683
-7.7700	1.6643
-7.7650	1.6610
-7.7600	1.6578
-7.7550	1.6540
-7.7500	1.6500
-7.7450	1.6463
-7.7400	1.6430
-7.7350	1.6400
-7.7300	1.6370
-7.7250	1.6338
-7.7200	1.6310
-7.7150	1.6275
-7.7100	1.6208
-7.7050	1.6175
-7.7000	1.6140
-7.6950	1.6110
-7.6900	1.6083
-7.6850	1.6058
-7.6800	1.6025
-7.6750	1.5988
-7.6700	1.5945
-7.6650	1.5898
-7.6600	1.5858
-7.6550	1.5820
-7.6500	1.5783
-7.6450	1.5740
-7.6400	1.5715
-7.6350	1.5688
-7.6300	1.5655
-7.6250	1.5615
-7.6200	1.5565
-7.6150	1.5528
-7.6100	1.5500
-7.6050	1.5475
-7.6000	1.5455
-7.5950	1.5420
-7.5900	1.5380
-7.5850	1.5348
-7.5800	1.5308
-7.5750	1.5268
-7.5700	1.5225
-7.5650	1.5178
-7.5600	1.5150
-7.5550	1.5123
-7.5500	1.5098
-7.5450	1.5075
-7.5400	1.5048
-7.5350	1.5025
-7.5300	1.4998
-7.5250	1.4960
-7.5200	1.4923
-7.5150	1.4890
-7.5100	1.4855
-7.5050	1.4825
-7.5000	1.4790
-7.4950	1.4745
-7.4900	1.4700
-7.4850	1.4665
-7.4800	1.4635
-7.4750	1.4598
-7.4700	1.4560
-7.4650	1.4520
-7.4600	1.4478
-7.4550	1.4443
-7.4500	1.4405
-7.4450	1.4370
-7.4400	1.4340
-7.4350	1.4298
-7.4300	1.4255
-7.4250	1.4215
-7.4200	1.4175
-7.4150	1.4128
-7.4100	1.4088
-7.4050	1.4055
-7.4000	1.4030
-7.3950	1.4000
-7.3900	1.3960
-7.3850	1.3918
-7.3800	1.3875
-7.3750	1.3840
-7.3700	1.3803
-7.3650	1.3765
-7.3600	1.3733
-7.3550	1.3705
-7.3500	1.3690
-7.3450	1.3678
-7.3400	1.3660
-7.3350	1.3630
-7.3300	1.3593
-7.3250	1.3548
-7.3200	1.3508
-7.3150	1.3478
-7.3100	1.3445
-7.3050	1.3410
-7.3000	1.3370
-7.2950	1.3330
-7.2900	1.3278
-7.2850	1.3235
-7.2800	1.3205
-7.2750	1.3163
-7.2700	1.3115
-7.2650	1.3075
-7.2600	1.3048
-7.2550	1.3005
-7.2500	1.2975
-7.2450	1.2950
-7.2400	1.2930
-7.2350	1.2913
-7.2300	1.2883
-7.2250	1.2855
-7.2200	1.2828
-7.2150	1.2775
-7.2100	1.2750
-7.2050	1.2728
-7.2000	1.2700
-7.1950	1.2668
-7.1900	1.2635
-7.1850	1.2608
-7.1800	1.2585
-7.1750	1.2570
-7.1700	1.2540
-7.1650	1.2510
-7.1600	1.2480
-7.1550	1.2458
-7.1500	1.2430
-7.1450	1.2398
-7.1400	1.2360
-7.1350	1.2330
-7.1300	1.2290
-7.1250	1.2250
-7.1200	1.2220
-7.1150	1.2180
-7.1100	1.2155
-7.1050	1.2133
-7.1000	1.2100
-7.0950	1.2078
-7.0900	1.2045
-7.0850	1.2008
-7.0800	1.1965
-7.0750	1.1928
-7.0700	1.1900
-7.0650	1.1868
-7.0600	1.1848
-7.0550	1.1813
-7.0500	1.1778
-7.0450	1.1738
-7.0400	1.1690
-7.0350	1.1663
-7.0300	1.1628
-7.0250	1.1595
-7.0200	1.1575
-7.0150	1.1553
-7.0100	1.1510
-7.0050	1.1465
-7.0000	1.1430
-6.9950	1.1388
-6.9900	1.1360
-6.9850	1.1340
-6.9800	1.1313
-6.9750	1.1273
-6.9700	1.1230
-6.9650	1.1188
-6.9600	1.1153
-6.9550	1.1113
-6.9500	1.1078
-6.9450	1.1043
-6.9400	1.1003
-6.9350	1.0970
-6.9300	1.0938
-6.9250	1.0915
-6.9200	1.0900
-6.9150	1.0865
-6.9100	1.0830
-6.9050	1.0795
-6.9000	1.0758
-6.8950	1.0715
-6.8900	1.0685
-6.8850	1.0658
-6.8800	1.0623
-6.8750	1.0588
-6.8700	1.0560
-6.8650	1.0530
-6.8600	1.0505
-6.8550	1.0490
-6.8500	1.0465
-6.8450	1.0430
-6.8400	1.0385
-6.8350	1.0335
-6.8300	1.0300
-6.8250	1.0275
-6.8200	1.0250
-6.8150	1.0228
-6.8100	1.0200
-6.8050	1.0170
-6.8000	1.0145
-6.7950	1.0110
-6.7900	1.0075
-6.7850	1.0040
-6.7800	0.9993
-6.7750	0.9950
-6.7700	0.9910
-6.7650	0.9870
-6.7600	0.9845
-6.7550	0.9815
-6.7500	0.9790
-6.7450	0.9770
-6.7400	0.9750
-6.7350	0.9728
-6.7300	0.9695
-6.7250	0.9653
-6.7200	0.9623
-6.7150	0.9598
-6.7100	0.9573
-6.7050	0.9545
-6.7000	0.9515
-6.6950	0.9483
-6.6900	0.9455
-6.6850	0.9440
-6.6800	0.9420
-6.6750	0.9393
-6.6700	0.9360
-6.6650	0.9310
-6.6600	0.9270
-6.6550	0.9225
-6.6500	0.9180
-6.6450	0.9143
-6.6400	0.9115
-6.6350	0.9090
-6.6300	0.9070
-6.6250	0.9050
-6.6200	0.9018
-6.6150	0.8980
-6.6100	0.8940
-6.6050	0.8910
-6.6000	0.8875
-6.5950	0.8843
-6.5900	0.8815
-6.5850	0.8783
-6.5800	0.8753
-6.5750	0.8725
-6.5700	0.8700
-6.5650	0.8665
-6.5600	0.8640
-6.5550	0.8608
-6.5500	0.8575
-6.5450	0.8533
-6.5400	0.8498
-6.5350	0.8463
-6.5300	0.8428
-6.5250	0.8398
-6.5200	0.8368
-6.5150	0.8335
-6.5100	0.8300
-6.5050	0.8263
-6.5000	0.8233
-6.4950	0.8208
-6.4900	0.8180
-6.4850	0.8155
-6.4800	0.8128
-6.4750	0.8098
-6.4700	0.8073
-6.4650	0.8043
-6.4600	0.8018
-6.4550	0.7998
-6.4500	0.7963
-6.4450	0.7925
-6.4400	0.7888
-6.4350	0.7853
-6.4300	0.7825
-6.4250	0.7790
-6.4200	0.7755
-6.4150	0.7720
-6.4100	0.7700
-6.4050	0.7683
-6.4000	0.7660
-6.3950	0.7625
-6.3900	0.7588
-6.3850	0.7548
-6.3800	0.7513
-6.3750	0.7480
-6.3700	0.7455
-6.3650	0.7428
-6.3600	0.7403
-6.3550	0.7365
-6.3500	0.7335
-6.3450	0.7318
-6.3400	0.7308
-6.3350	0.7295
-6.3300	0.7268
-6.3250	0.7230
-6.3200	0.7190
-6.3150	0.7155
-6.3100	0.7115
-6.3050	0.7075
-6.3000	0.7038
-6.2950	0.7008
-6.2900	0.6985
-6.2850	0.6955
-6.2800	0.6933
-6.2750	0.6905
-6.2700	0.6875
-6.2650	0.6843
-6.2600	0.6815
-6.2550	0.6775
-6.2500	0.6745
-6.2450	0.6718
-6.2400	0.6688
-6.2350	0.6655
-6.2300	0.6625
-6.2250	0.6600
-6.2200	0.6583
-6.2150	0.6550
-6.2100	0.6523
-6.2050	0.6495
-6.2000	0.6458
-6.1950	0.6423
-6.1900	0.6395
-6.1850	0.6375
-6.1800	0.6340
-6.1750	0.6315
-6.1700	0.6293
-6.1650	0.6268
-6.1600	0.6250
-6.1550	0.6228
-6.1500	0.6200
-6.1450	0.6160
-6.1400	0.6120
-6.1350	0.6090
-6.1300	0.6070
-6.1250	0.6038
-6.1200	0.6013
-6.1150	0.5988
-6.1100	0.5960
-6.1050	0.5935
-6.1000	0.5905
-6.0950	0.5873
-6.0900	0.5838
-6.0850	0.5793
-6.0800	0.5760
-6.0750	0.5733
-6.0700	0.5710
-6.0650	0.5685
-6.0600	0.5663
-6.0550	0.5638
-6.0500	0.5610
-6.0450	0.5570
-6.0400	0.5535
-6.0350	0.5505
-6.0300	0.5473
-6.0250	0.5440
-6.0200	0.5405
-6.0150	0.5363
-6.0100	0.5340
-6.0050	0.5315
-6.0000	0.5285
-5.9950	0.5253
-5.9900	0.5213
-5.9850	0.5188
-5.9800	0.5168
-5.9750	0.5143
-5.9700	0.5118
-5.9650	0.5093
-5.9600	0.5068
-5.9550	0.5040
-5.9500	0.5013
